Iter,MPI_error,Jacobi_error,GaussSeidel_error,Chebyshev_error
226,8.587827,5.226643,0.998535,9434872930684395515105475036513612929081900675506795498471578240316283955437212435696100251986323729026927317693085715635161049083920318810507993361249387314913593696892041561441897756497438545830173374951165263872.000000
227,8.545214,5.169168,0.978445,84524181157726305001059557102738778906016132980558250605720434993336768804652970310609015372393584155153997648577586724094161403438856947275310881125376864799996297930160902985687058292823044325493986298525372121088.000000
228,8.504509,5.115533,0.958755,757235359712767296151225948563644697861993026417889047526019016727145235606674409015272128733233645121242832325300665997794922467005796342180708724953268177138018008249600460793758662497028652296873541884612393828352.000000
229,8.464155,5.057971,0.939456,6783999140266572688104153226501994883262158037114217984879952192447429935972019079436359204259435862806871310572762589083930275912071977640285959467647378226992086975168640754175034143897420189148335684123996784164864.000000
230,8.423955,5.006700,0.920542,60777895318205054027343991700645665235515042795309607016960767922575655347956707467065667981759422459951967954194112271656355380431983469108616181105138371001874705240588338731725325099385801602877779291714862559789056.000000
231,8.383909,4.950102,0.902004,544515806819927205583756596701866405638584910520665696018607627838462371600263635643237143988938788632980168295274987178044361817184007122790649151385073067823890708908662224368702759599202206028256982769692569954680832.000000
232,8.344017,4.900102,0.883864,4878432229543369788374019951606879813675145883090413528085185224376624911644859639075479901954993200070186538480946405770939768536134245137832755540636514914105884784710896786110300523057286498790217286751008402035441664.000000
233,8.304280,4.845784,0.866098,43707402634590309062508977531433959209597161912636799117218086724805683503721432049472565804105269867937549722758722206322561079956664731897835704463931709669044132112051671947707944074495034398035797471856061270999433216.000000
234,8.264698,4.795697,0.848685,391592753665991825155879751048881505071958759888864431837526515882786296975790350153022028689233644206790462416476491275692902108249900460597140332013215720819286855236446036513847028908016699487049954831467037484377964544.000000
235,8.225271,4.743581,0.831618,3508481632256389212242686891358693879998124417191519180250264896593775431892369619556571321133820381546075939527649573841672810187122455320929808842630600330526658708653920189341297997771185465249772401931720896401222139904.000000
236,8.185999,4.693444,0.814891,31434652775096257390250295618465413331867010676036878649363428716091275885549115341373043431552030736894589346233937810362782812597479634040651453958207221371186002907654234707827751397025912399860353637653982529444365991936.000000
237,8.146883,4.643457,0.798497,281645628271936031941484965589429018244591836116062312698430110641702423679737084154145539496839287820833222395636270334614382292113899223853418046790820718934968931491521022364384889183269673402043065990338851044637433397248.000000
238,8.107923,4.593305,0.782429,2524162452758822641539367925518284130895710135410942688080345906199512315432136659021038668749223829415826587500293280968318729989265924678368298897350732358829726289438760731421688304698737139190583283380127343766067126206464.000000
239,8.069120,4.545372,0.766681,22624444915026282764411761672000348735526569026476890251033776086263829741446717200742586639111776560369250452057137060076647279670369812914717487363457577326350447189703215173291066808558011120184368973731318603676254719705088.000000
240,8.030472,4.495238,0.751271,202787934966427739601219822517230346544361314897728146555269890135617500128048300122845463946337977363585853281779103938950298408950895280996365909827014767441224774607157849557796198645679187252361317065063654176971048680947712.000000
241,7.991980,4.449289,0.736177,1817648258113978577780192681096695356790099963778402820454568103227257001307833486136168100251317076888725920108739014515285003425569362312268323190740517961825283845038191404254347760125324180668465078136648725567855669173813248.000000
242,7.953645,4.399206,0.721383,16292252422435520231186445107796264750866948741295548332125053363248943214536181687291128276988029488263345212431767220077305529848139058581514849367730185495379218012159485342589483541688202499027411954901800825186700436915093504.000000
243,7.915467,4.355171,0.706884,146034669083936802256111430753937534228093101624722675303635672166271837269395600183646238689534666263925102221782602382491346154760990288705826477371414841975096382563306112995245605855411023102452953402561497014634501863427276800.000000
244,7.877445,4.306915,0.692673,1308984089519443714597702472765705684297326377547571915165420517332236508228644083640791221624592951366895596246745232960199615547204300329636538576886378020547231138021757151433505802828092882019376990074973906024802734021613191168.000000
245,7.839580,4.262981,0.678744,11733195894776587477822712290042687818569963717236741052703176502642751350882108977702683391376509499019236190829215471142138975923226798350171020697402950346260186366397989057987017844739063228237459908852413107812554251489920417792.000000
246,7.801872,4.216576,0.665094,105172411655169280700078436398060193462667471559220346923087975807236180569786734025490569953183219762191154419328707791765318044502148604745812705769020463806770927905032599049233876640492722677878444652242098196990513152944137830400.000000
247,7.765471,4.172684,0.651715,942737756335824592502285963268798045854075403421421604588765431492513509482574728207887897622777405184977303229863498826529858438356632251369289041847932530540097271051354438520546005090996154772545595513623382510244941903283938656256.000000
248,7.729517,4.128070,0.638618,8450521785668951024509335965516401422206264570173154811912605009259803812649478029936997343662949733269055628727378772787862453315212209233861185356837685512035540097814126730161852763512253219175177876728904165918465379063190423339008.000000
249,7.693699,4.084244,0.625793,75749488865470493051936619337119512337924649435608723842226653465816737081587497380578668513690641836766131864283350281511216207100559700853781465974142290687021471779257066765126779442133266048587827310571155928652537184809359090122752.000000
250,7.658018,4.041361,0.613223,679015116305079173662478363520937920948025053771413616486603551789246727380309336458334467285876897738458183972749322306430964707716483115805917399648576952951379669868233352474903996680621684067800325980977638713660913752423226878722048.000000
251,7.622475,3.997625,0.600904,6086711709622203530308279325260249590346058808162312078286297602677850007860697967835513537212158106977828763370988599632905342067263740033894714866650584840069369867268891968710006468436121366360254193922991641524071143204406893366738944.000000
252,7.587068,3.956416,0.588830,54561911151608606572197251415849706786311028114270264551246979458466249207813531779190650006553671952337214990251485670415125341713828206503652133259554450095545704581127610279087060721859981824451645888738698905835372448944489459464798208.000000
253,7.551798,3.912794,0.576996,489102593594906072675306239628236039724738200167143079386762292114154920213340444748534235937003748152286861122642170893564799538811518706592458816443006769583487475006742645156755879253109970664366724440444859403081266267035738634119544832.000000
254,7.516666,3.873203,0.565398,4384437719847245267096711180786045620396004924768906082780112637559996234947924826527621592145817265522310773959615950181833773633770106838599588417056729717728657314200645197587521769794533961354127684523806487575602516117735111116120391680.000000
255,7.481671,3.830261,0.554031,39303514845910877703915158513979093502812546707623288341585558290342280891722267259830406777200838011574571708347570439931359902080168585060635880515305294279696535759095689448479764091798450681052423500959176147591458752173058870367412551680.000000
256,7.446813,3.791689,0.542895,352332266717112912916363045463026001113301833025467057047725547805728594984510942856776123483740875397481920804659413576842714829701477761781387699982652452958597602678123210321701598081704904024093235295663878074632950729232098646631179616256.000000
257,7.412093,3.750311,0.531997,3158471663543413829724605750021778139928995666922446347665109103795890721458431530799818411550432518763888084787268505529868995102071514666557789225222841312514563687551064712773064837777933249426776246969806061043980921559305716000019298910208.000000
258,7.377510,3.711841,0.521317,28314251695424779964842017449447753410428686029150531138346735123404634706153156966357099965171758982887465693289175515359225299356764176619521129035431331473758985336950096720750416014865965322541369554169558132863389236633546728190877919870976.000000
259,7.343065,3.671979,0.510849,253826361595481563699504436398094638349146741120751851982664374449287135157582226193874406362390441786977682719185847708498445828822035699759725329609072271746301484378212619237039899336448110768659738689261886791431316797861484161399190517186560.000000
260,7.308757,3.633629,0.500589,2275474064254561955798672718125526875320352941786995958826087849643368552816670327205815095845359890359194968191122433202599683379776826421130521793175523815220442852205910537492696210099826150966943816550107106969235975984777590233778189475250176.000000
261,7.274587,3.595234,0.490534,20399079953930157377230089830221717830423262735313455287233078442777537773469318259086829950493691203058926204382356863907192780838518891301033555564663079690506233128891209916407689649712549269958835670871703420006697786692899626176327271493664768.000000
262,7.240554,3.557021,0.480679,182874348306685483327603847528770152777298058773177613060750220105916022190262917179373813639746221242846550191492704595811204665817579900920783060772549648249972963507832028287682803882208587882059146031114619595222057363650442389780954677646458880.000000
263,7.206659,3.520047,0.471020,1639451295780130847661486257565059100823008489663265615365436666224624796934014786148878064186019692688786122404334999573949924564331722880813419045775932598593837711570124437355788287328016695213431026733650965071318194759357069412853305358006878208.000000
264,7.172901,3.481987,0.461554,14697645194020807666606334104468670540367929491079156981874339990682637167139524178506207705033978924339268548446356897297509157924059419284044474489199700915907578917296467660516832450325297657552755054367124862347226382336121686265182672295167000576.000000
265,7.139280,3.446387,0.452289,131765133437925497361111275388636731782410504229471948748994461655659851525116623266132051097605125584440436615493806711397959566736715856400879641388878502777555902993242690575029409437880163307782706538002792063158099170549417664038160456810357587968.000000
266,7.106194,3.408497,0.443213,1181290619799751835215127259433302486187376248353422708536139085978720312122737162087769260300202662641736233187713653221839028759040249559534775420742207463656614811076887254265559166102840648649985318015360774140871822588058487102823773181152180830208.000000
267,7.073957,3.374227,0.434317,10590500905892336084343448327440699238801572464247803384991432843162708068114663225252192515817409650928322031252093335512678247122304822070831771800604109242740929777101250625410284666673010887765264607673449451387339925650540447607666566217107821821952.000000
268,7.041842,3.337293,0.425599,94946670465479707055126060953476546645577503855209231140348625650029754848976841940205662684431288036696668087429956791094550072120008832490509364683575790899074821332647899007878948727435774275902727350211867618721688604578607002872789060794252452167680.000000
269,7.009849,3.303538,0.417054,851229104152722619127902978863970454302376406384644071207633875080729242346148987649224210733608034103592497452265588160128607651563807139618579183943449474166010896296251949019027721051537920760701111042081208261969331216110831149579531517038238996889600.000000
270,6.977979,3.267893,0.408680,7631618795701947304999162638856910683822970654373235145723457835903777875910957403691388445756989159173576575958935167308642338748698742691575002926536568667340940246044321147334567591455245263518275172335044288332270628517162731214540057370632590370799616.000000
271,6.946232,3.234291,0.400472,68421146727546725157099589322164418543086555859560250098388047194418916038229823903551471407020043688362878351665718309900985170775209479074720155916995926063630932706079389917414766110454146575010737516509534697144260017182036608745834494416277740170772480.000000
272,6.914608,3.199896,0.392428,613433510870963942590907336401337943769969267141754857175325946433462095520471661278885886427529803910805245615617419541111501219101848810925587002816102169099536979451587871421013355874618434994511071555265589307369743097620800674120510462885688536886935552.000000
273,6.883106,3.166460,0.384545,5499815343171683977482996671630969428607897672073893714681695681467139186735198851962392350130610684607367044651779317941005966927221759074338981667412874004347493423346544105609932631841275169679302520896574743170070442309918029224516276964493158662814040064.000000
274,6.851726,3.133276,0.376832,49309679059481835747693007799578481875622719588198977814389699910272580546195407023778887494024847362995077761256907599536659896609958961171079537117256273199379187702231406197767792182060547366052946820955486182185623746780472075313382048883031780684562694144.000000
275,6.820469,3.100017,0.369272,442099163829695693095486647992115599616037912941210595195680579740504020206011287565359576649468184489370712609082272399219257277426750926215858050391844705894729980587218997833545674724969200249444073535680635457405570432002095403625917381648892406823431176192.000000
276,6.789335,3.068006,0.361863,3963790154890822281208884653651032276214317979789219557075553809376459890121252485856756575833984951648482502606320717249763274385068418806212686130172495034477986317194411633194759373154114132478297454709322170188128184111372703126168185702442441963015682129920.000000
277,6.758323,3.034935,0.354602,35538987662491024019340020135092036841907191790275450757260992791013871582328532210556432315976173471256337626825067864936577914535420558836947302052575456031340489725661139790906797366845261751543514048908079730733734508742885215240746135332670032769935717957632.000000
278,6.727433,3.004061,0.347485,318641898322943511473685666205193591176864161860546497918950367389091050764752760013595574109956718396653818319462471460403203902487821135370546745489933082582208638699726962026730875889412390386897916768882108518895594773169846792827080084157955528007916034457600.000000
279,6.696665,2.971189,0.340510,2856959816429092788742900028976409904188934014677357143869718120721715062310396622690121524740350768462109071233106175474591087987978492883900971911501042042344098832797414117903687996111335454102414897388395406412377120984047243486860099780505067720882118987874304.000000
280,6.666020,2.941416,0.333674,25615851651148731172506911292883198812830273359051567561406479008722404485488796978585961673595241854897646122735154883457042333779633506333045704165194163231914190138778294168548101592044521194682272507178361122255879064564487873117918069773226254184060978970230784.000000
281,6.635496,2.909523,0.326974,229696744525132349039816844467054699719761379113247289043333376298666153804402368094827686530850141968844115912057974670767654872360238155552517917410276991386114425405972287172785574918246411697658740647376103255437916999356075831556173105381918163490703205073944576.000000
282,6.605095,2.880046,0.320409,2060102080606571180848367560993078391475751265318813134522061126970703298777670400431838845903538177524959118719227038154170631948887851846136978220594906757667876254049786401227649004400105125083600443277336201847315972933360186454077450482797367527780543161562038272.000000
283,6.574815,2.849222,0.313985,18476732666672539541683070919638005215336958714671624656330344551019542685270648617304201194735624975129104263846558857519377956704636264487711412280206592206624942931076752930056702475837371404745036074978001834128551323922733465361151148068740920190286183204430807040.000000
284,6.544657,2.819927,0.307688,165715886735984774561294347655530135681967282936492412711754427577903919212262613791462276840715795825156899019133418054046352889586476495414533749682986113203980749489655919419779026575207418109123516429407393334557678176188722757115061408521508768611544188659970342912.000000
285,6.514621,2.790139,0.301517,1486297172879033494435465018217618899673278452888773055030362703086045096981749549044670733886472496434473151166349906838528357711595352876584581977089573223495385089726761172967661388842835654117335346833168163098817096335265884255149289977119069877466457069909157347328.000000
286,6.485200,2.761033,0.295468,13330599976861091789461400958966917469989574692444049415079283149722413718908215973745833792598438970572264492445357575908947783568313378731588334359128298944748231915759131435001590673698103975064046006559173786714012431500597118898833386527821183198950799554645577433088.000000
287,6.456258,2.732252,0.289540,119562855861708828498881560087833545414486462996088273569453060278733082418367676873082930438710713026335934666621956702768020939367736614068617578036393514456482181296335312194817530803812909882976062976179863805422929048034528296170803501045047095125496571559135424806912.000000
288,6.427427,2.703343,0.283730,1072371845686094100380727319573853449093278527842246227815757779629486368008808174383244634620431509225997414870752504567425231178219946930407608465179686747949675805871290596926653731580164447718613858243530112002726147759122188382082701812032618587048346314837860850597888.000000
289,6.398707,2.675537,0.278036,9618272278940716889791612944838239007426102848168363522869080410279264002993681727292597980958259856845026377298887273560123939111447239638322356456599163727763230983272872090966571160558536819185170034938495990608623549727744749631734979092172919526004187874664371508477952.000000
290,6.370097,2.646832,0.272456,86268306300212512411216857477825031991777618220925502073996671581815525279023849454165580176562058138849609836684531576131448208141216745545211970859942693026892055027117188415847683900599183481366477951419020835700203972479793185292405562654668934217034968512676264186740736.000000
291,6.341598,2.619972,0.266987,773763104121196124778167586152703162199287446381743276789379453778174161615123265468705532167492466224383177474594848165551962332791171750669829847456459368677884935558600668240425048344479572625893199289121982424385817105983266514136662365093805763567230430013187072219676672.000000
292,6.313208,2.591477,0.261635,6940125173905931137703830617305050876146146432558504890823347993876406235579593711801721985196354415384727277044076146015837483350624285267036556875823260783943100658531846098888114972351844797049053620356695467872031355666667532882254375640725880193670731751641852080235216896.000000
293,6.284929,2.565535,0.256390,62248534422283362456842019916701077596375880158823760745286152596793255673670609097982191100481072620056684896714927106839452775936095271309505129767199586369179201992907581849698399889742744124411472826413280466282119218141272597282846760205448829094004306268283469987745628160.000000
294,6.256760,2.537903,0.251250,558333258810644599709134260102156645595491724247109267835767341995117980135770848391473682477314042236384009573554809548715672480724905942569181929631515090225918170399580671262067591755209927529255768807097830238803519913610451642731134466101639769121387930381893415701487550464.000000
295,6.228701,2.512204,0.246211,5007954870293585070244899505999738736667046204886403091495029307977024230504747732727446249981139116242760306124215352436175686455057155785611976499909493615546785013092006533826750078483833116603477735260276739737603549572538042459423179845899601890688992005917811400618121625600.000000
296,6.200752,2.485464,0.241273,44918976670858114369478786159760450992958044995034249865753607069543976100092700855602133771415933075380918260575256420272733810568013281196564884040390619553489302349527451512758722490714929146516168482011160775021123866176765584888887094777812609302497411600054995805929530720256.000000
297,6.172912,2.459959,0.236434,402904241656151356481314230113693357454234952102914647381362841907222957346481883666317985833094251590571133468328604779294990547416965696794294365114518682197027583106422851297276920716415785726171274386593634497088994932009223303473841420900644050004993696935179686115627746983936.000000
298,6.145182,2.434084,0.231691,3613901929431253160726151951893339997399735120007162791490077882934069937843002824683138157436232470322472877151510557262301450677796168782782479116525589751158129488884272338513441187026066392954290177313487792677390346747941657579293761131314287474559305719030757608899251263242240.000000
299,6.117561,2.408777,0.227042,32415552093361391842836238896876961304821311554461829730189805025192060730507433129475274554663387596325203496817350216906421323776708138597937081234406048780457532385435857624660455171146470120788773602933441185750922762062349841717948283284017312596320472809568722783447073628880896.000000
300,6.090050,2.383743,0.222486,290758900486790102572077523612776235092477154279696681826927162497973873213333344077230774249335663014124860015573327661433264653001117412312952052369582488914763565711906253032801435808514904533576667954616610744086346196677268445086005432067192254256416577185386505138606329298944000.000000
301,6.062648,2.358638,0.218027,2608045397770179372783022237174286948844910853307627552508781241885959566462221215173577393500082526732599992713441902271306836549331232820539605665928397604472500299830007197516642180678871523129577532139973674602176581422082613813667494377273292338283505639492650927215568114449121280.000000
302,6.035354,2.334420,0.213657,23393748036748122311995759064250987265630890215194710025806287980417638335067767618300996322381741439699398177521586281753994650618697831294963121475032304287003505404952060786433944446700768208032159483186505579165280393097834137010175882867377628516131598917427925450446419486054547456.000000
303,6.008170,2.309522,0.209375,209839382618703869765779737868126231015157099266840762085010551793426486743961077777355254834772100463147252299105528254072849980103423821569851247808119482152462204847370679948926141134246496117091587963263381426635972110771877915942091521539143840755140481146169616851391564974382907392.000000
304,5.981094,2.286097,0.205178,1882247462928493809816522724081344535250552321375311917321084418376861661903174604349752993308478799394839483183015936977735222237745670029608980893242114050962958991479334300027268117144753200512463166162729951841029165320457548411635126544625489124122053100735198041063158160613896617984.000000
305,5.954126,2.261410,0.201064,16883752139660441992347202697532887617556646924989163433324850584524603263100205263486114117225977527387075611314600794673282010667431638927548916318999718194828882237410800449061771243504240693537482548969393685332724668243688916567610397077016788631177879780874459038847794319744573636608.000000
306,5.927546,2.238753,0.197033,151448068951605616282775389163073030862504650769739612825129140188290610338639369205404656334645924312363935091972364874115767283360768806522486494069039865954216935973918074573514920689514598460460741579738337699411522127971432364696886959435183295975765173117911953704387716515214338818048.000000
307,5.901458,2.214748,0.193082,1358504355471679471729564481671204562777044747502285064356081783030208687874656201841185412614991646538057382048392351902111022258464176232525506757941377647296276713267710618426159086183244330071456499586307594814876879366993497404031242032143937762781664852096938247260633235653107055067136.000000
308,5.875469,2.192369,0.189209,12185990926520312602366470261116762145247528562862388873617706702586568881617548583800539720442132639764707846620499137667100693267318353510319332293100597592465588903691276127115537180874072085908887139423955241711155950517642149105783703590154252807282566987139874348574809463656928858079232.000000
309,5.849581,2.169113,0.185414,109310827916213915209790447495447535301511572980131743574106193473224796660015788653229288433467308152641991713608991978170275172922018588644507715953828125019380499890423867077165847024984195749829564616749829738365004755803606568300606623320901387633001216987817882048166108779553045188968448.000000
310,5.823792,2.146928,0.181697,980546135280513657433150414377663284604303556158205888774967849074473460821882961551102688263499724001828683651605623523468413737980761690247914179870950449410864103494359170328685535158087120437959494369607926422637800553681867533698985194254571627456754849324685427592267510975557191440793600.000000
311,5.798103,2.124398,0.178057,8795800972152422838157700811903991865734787892793618149626454810409052193146746619832308342493681692907471244055184250914391721084960849749469563324036456687294986477319088749612384371069890350513289841244582875547804232840702993937380836172982943611931091881423669387239416143702005122215182336.000000
312,5.772514,2.102411,0.174489,78901501021055034528751246107435904682460542226626830377579656527918440238944307535223352269476590958234022651652853702854426185632773869767196693985050690889073270934051194451824580254727020631467065125178299353725413258134889143527550259726361961444110080586919854755809456962331299238417268736.000000
313,5.747024,2.080587,0.170992,707778953131606209378115797884472266083570408617976864492412192254064357414646931897154404175801714798191626552824461966878795568839816479688391830400085370726306997485553185094647396333865834641323684166390489925234946663159441461310994376251975307409374620318300592319809486447513980485230395392.000000
314,5.721634,2.058799,0.167565,6349105260639619731745461446305612557892966261227001395182826228966896775769645216557952303756230468056202054157442406368398233259600851733875866503519022648501225762798351340455574656088910468272559427033683033667138088650530876434575282424986013099660108593494315235221879850707516981179112751104.000000
315,5.696343,2.037662,0.164207,56954744986675564896235864567620700981370868776024156085681396619922754178550127322669422624007735180183835802465989850608289146854748473622470380865119762465249296006575324429958191881052723246454205276995002474839965660539720049923238316451467677559930789802754344990719401392560672515499661197312.000000
316,5.671150,2.016076,0.160915,510916342223036999275937188379413867604174240297924842917544960976774142995044546924091246797612399471372104798327350951265641657254778342450650522798004623691305148692305139125454143867188468173339433312141996286765293468985941154862968923323291759828086180116455476787042052927840300601617508466688.000000
317,5.646057,1.995604,0.157689,4583235487222485171924888311677523481240390007993440602670773388822372027173466989585236488908713364287806794069160467469723926244940769186883466245915040843373973037592262256430376447915181457064256325889544137096194464442771624804280045308648761517438172832700514550192415954275924661721761312669696.000000
318,5.621062,1.974224,0.154527,41114692005573156138762819158689411560852717195333750752859202626345942406522394544632212922234634110202229276151539017778865689273313659794581538192484760160566623572533139935916931902230163991047171390516793301473251577321068482228975740310855349316453793372544310158771463924710417732895630784724992.000000
319,5.596166,1.954399,0.151429,368828437655573061001253427032852042502825508009184606492507756240151521851451434565477131155419871872143381960635897001318678400268533141426238159469923387263194144220548518431811543223171903481130309029686110871793518931298556084265560373846410785220054495964763567445779009315455526130834751361122304.000000
320,5.571367,1.933500,0.148395,3308676001941989206268154617046378777500523409974946753555518428415159996476325216627234442403445049160662104314834409610446469723198210630267041156431980289425133042541952176757541381027574459055523319266287750852604393344130268950165791000597055475540030199878392757135024278896015551045489369739689984.000000
321,5.546667,1.914029,0.145423,29681549240699087269086843378080419848981887766820553882611171067495883997026854942533425984879771476435572880315699951281726338649333410180960798018587567887001565232953930508740999804345075200611023753073668444369949418061943919404968489803796504199387126829415353360277707037274274605978156057789202432.000000
322,5.522065,1.893760,0.142509,266269465810591472749893766287317677215165273835111326654288181282519399268731944244507933040511424611674631477994100547724072940659845955332322134546045412041669583265578755812130849632725879289865509023655813662006857644355696539624716720222090825124191051837320079591987662393396327123729899912809152512.000000
323,5.497561,1.874477,0.139654,2388683681620490516885464299301908096251006893833804334330034301137455762487639124996675807641297777459115952528777883289049444186304915565217256254911977997097600914213573937236426203298367044360861758754894027245846956172553674756612155822473966955000699171883274490823003314060163977902988207400815689728.000000
324,5.473154,1.854821,0.136856,21428826502514436410459958270505726725837366249297839197828758284101265706134043133347944384154061087468157600186367318559806092142704124484847298999900565578528187060990872125052783571649475118759225333911704635461567657412781144624131903030799435329503932162823277579611168530864570702256350164629852258304.000000
325,5.448844,1.835729,0.134114,inf
326,5.424631,1.816668,0.131426,inf
327,5.400962,1.797768,0.128792,inf
328,5.377457,1.779286,0.126210,inf
329,5.354044,1.760578,0.123680,inf
330,5.330721,1.742659,0.121204,inf
331,5.307488,1.724145,0.118777,inf
332,5.284346,1.706774,0.116398,inf
333,5.261294,1.688545,0.114066,inf
334,5.238332,1.671615,0.111782,inf
335,5.215460,1.653919,0.109542,inf
336,5.192677,1.637168,0.107347,inf
337,5.169984,1.619991,0.105197,inf
338,5.147379,1.603419,0.103088,inf
339,5.124864,1.586747,0.101022,inf
340,5.102438,1.570355,0.099000,inf
341,5.080100,1.554174,0.097018,inf
342,5.057850,1.537962,0.095076,inf
343,5.035689,1.522258,0.093172,inf
344,5.013615,1.506227,0.091306,inf
345,4.991629,1.490988,0.089477,inf
346,4.969731,1.475137,0.087685,0.000000
347,4.947921,1.460350,0.085929,
348,4.926546,1.444880,0.084207,
349,4.905313,1.430332,0.082520,
350,4.884163,1.415302,0.080868,
351,4.863094,1.400922,0.079249,
352,4.842108,1.386321,0.077663,
353,4.821204,1.372107,0.076108,
354,4.800381,1.357925,0.074585,
355,4.779640,1.343877,0.073091,
356,4.758980,1.330101,0.071628,
357,4.738401,1.316219,0.070193,
358,4.717902,1.302839,0.068787,
359,4.697485,1.289123,0.067410,
360,4.677148,1.276127,0.066060,
361,4.656892,1.262587,0.064738,
362,4.636715,1.249956,0.063443,
363,4.616618,1.236792,0.062173,
364,4.596601,1.224314,0.060929,
365,4.576663,1.211516,0.059709,
366,4.556805,1.199191,0.058514,
367,4.537026,1.186749,0.057342,
368,4.517325,1.174576,0.056194,
369,4.497827,1.162481,0.055069,
370,4.478603,1.150460,0.053966,
371,4.459453,1.138704,0.052886,
372,4.440379,1.126832,0.051828,
373,4.421379,1.115406,0.050791,
374,4.402454,1.103684,0.049775,
375,4.383603,1.092578,0.048779,
376,4.364825,1.081038,0.047803,
377,4.346122,1.070211,0.046846,
378,4.327492,1.058985,0.045908,
379,4.308935,1.048297,0.044989,
380,4.290451,1.037375,0.044089,
381,4.272041,1.026826,0.043206,
382,4.253703,1.016202,0.042342,
383,4.235438,1.005789,0.041495,
384,4.217245,0.995455,0.040665,
385,4.199124,0.985178,0.039851,
386,4.181075,0.975126,0.039054,
387,4.163097,0.964984,0.038272,
388,4.145192,0.955207,0.037507,
389,4.127357,0.945200,0.036756,
390,4.109594,0.935691,0.036020,
391,4.092003,0.925836,0.035299,
392,4.074633,0.916568,0.034593,
393,4.057332,0.906976,0.033901,
394,4.040099,0.897832,0.033223,
395,4.022933,0.888495,0.032559,
396,4.005835,0.879474,0.031907,
397,3.988804,0.870386,0.031269,
398,3.971840,0.861488,0.030644,
399,3.954943,0.852642,0.030031,
400,3.938112,0.843865,0.029430,
401,3.921348,0.835256,0.028841,
402,3.904650,0.826599,0.028264,
403,3.888018,0.818220,0.027698,
404,3.871452,0.809682,0.027144,
405,3.854952,0.801528,0.026602,
406,3.838517,0.793108,0.026070,
407,3.822147,0.785173,0.025548,
408,3.805842,0.776965,0.025037,
409,3.789603,0.769148,0.024537,
410,3.773427,0.761154,0.024046,
411,3.757317,0.753447,0.023565,
412,3.741270,0.745662,0.023093,
413,3.725288,0.738063,0.022631,
414,3.709542,0.730481,0.022179,
415,3.693887,0.722989,0.021735,
416,3.678293,0.715607,0.021301,
417,3.662760,0.708221,0.020875,
418,3.647289,0.701032,0.020457,
419,3.631879,0.693751,0.020048,
420,3.616529,0.686751,0.019648,
421,3.601240,0.679574,0.019255,
422,3.586012,0.672758,0.018870,
423,3.570844,0.665725,0.018492,
424,3.555735,0.659048,0.018122,
425,3.540687,0.652195,0.017760,
426,3.525698,0.645614,0.017405,
427,3.510769,0.638937,0.017057,
428,3.495899,0.632451,0.016716,
429,3.481089,0.625946,0.016382,
430,3.466337,0.619554,0.016054,
431,3.451644,0.613216,0.015733,
432,3.437009,0.606918,0.015419,
433,3.422433,0.600743,0.015110,
434,3.407914,0.594537,0.014808,
435,3.393454,0.588522,0.014512,
436,3.379052,0.582407,0.014222,
437,3.364823,0.576546,0.013937,
438,3.350695,0.570522,0.013659,
439,3.336622,0.564812,0.013386,
440,3.322604,0.558932,0.013118,
441,3.308643,0.553315,0.012856,
442,3.294736,0.547583,0.012599,
443,3.280884,0.542050,0.012347,
444,3.267088,0.536463,0.012101,
445,3.253345,0.531012,0.011859,
446,3.239658,0.525566,0.011622,
447,3.226025,0.520197,0.011389,
448,3.212445,0.514889,0.011161,
449,3.198920,0.509601,0.010938,
450,3.185449,0.504427,0.010720,
451,3.172031,0.499218,0.010505,
452,3.158666,0.494176,0.010296,
453,3.145355,0.489046,0.010090,
454,3.132097,0.484131,0.009888,
455,3.118892,0.479081,0.009691,
456,3.105739,0.474289,0.009497,
457,3.092639,0.469364,0.009307,
458,3.079591,0.464645,0.009121,
459,3.066596,0.459843,0.008939,
460,3.053652,0.455196,0.008760,
461,3.040882,0.450513,0.008585,
462,3.028168,0.445937,0.008413,
463,3.015505,0.441371,0.008245,
464,3.002891,0.436866,0.008080,
465,2.990328,0.432413,0.007919,
466,2.977815,0.427977,0.007761,
467,2.965351,0.423635,0.007606,
468,2.952936,0.419268,0.007454,
469,2.940571,0.415035,0.007305,
470,2.928256,0.410735,0.007159,
471,2.915989,0.406607,0.007016,
472,2.903771,0.402374,0.006875,
473,2.891601,0.398350,0.006738,
474,2.879480,0.394219,0.006603,
475,2.867408,0.390258,0.006471,
476,2.855383,0.386229,0.006342,
477,2.843407,0.382330,0.006216,
478,2.831478,0.378400,0.006091,
479,2.819597,0.374562,0.005970,
480,2.807763,0.370728,0.005850,
481,2.795977,0.366951,0.005733,
482,2.784238,0.363211,0.005619,
483,2.772545,0.359493,0.005507,
484,2.760900,0.355845,0.005397,
485,2.749352,0.352186,0.005289,
486,2.737902,0.348628,0.005183,
487,2.726496,0.345026,0.005080,
488,2.715136,0.341556,0.004978,
489,2.703821,0.338010,0.004879,
490,2.692551,0.334626,0.004781,
491,2.681326,0.331158,0.004686,
492,2.670145,0.327836,0.004592,
493,2.659009,0.324451,0.004500,
494,2.647918,0.321182,0.004410,
495,2.636870,0.317880,0.004322,
496,2.625867,0.314663,0.004236,
497,2.614907,0.311441,0.004151,
498,2.603991,0.308276,0.004068,
499,2.593119,0.305132,0.003987,
500,2.582290,0.302017,0.003907,
501,2.571504,0.298949,0.003829,
